,markecap,name,price,supply,time
400,"$167,161,382,530",Bitcoin,9184.77,"18,199,837 BTC",coinmarketcap20200204160622.html
401,"$20,659,445,331",Ethereum,188.56,"109,564,476 ETH",coinmarketcap20200204160622.html
402,"$11,641,204,136",XRP,0.266400,"43,698,224,662 XRP",coinmarketcap20200204160622.html
403,"$6,895,892,395",Bitcoin Cash,377.64,"18,260,600 BCH",coinmarketcap20200204160622.html
404,"$4,941,139,398",Bitcoin SV,270.63,"18,257,990 BSV",coinmarketcap20200204160622.html
405,"$4,643,252,352",Tether,1.00,"4,642,367,414 USDT",coinmarketcap20200204160622.html
406,"$4,335,351,349",Litecoin,67.73,"64,009,585 LTC",coinmarketcap20200204160622.html
407,"$3,967,993,940",EOS,4.17,"951,628,554 EOS",coinmarketcap20200204160622.html
408,"$2,831,458,140",Binance Coin,18.20,"155,536,713 BNB",coinmarketcap20200204160622.html
409,"$1,447,173,667",Cardano,0.055817,"25,927,070,538 ADA",coinmarketcap20200204160622.html
410,"$1,348,007,018",Tezos,1.94,"694,191,974 XTZ",coinmarketcap20200204160622.html
411,"$1,331,478,926",Stellar,0.066371,"20,061,035,468 XLM",coinmarketcap20200204160622.html
412,"$1,323,199,380",Ethereum Classic,11.38,"116,313,299 ETC",coinmarketcap20200204160622.html
413,"$1,308,712,936",Monero,75.08,"17,429,907 XMR",coinmarketcap20200204160622.html
414,"$1,286,443,869",TRON,0.019292,"66,682,072,191 TRX",coinmarketcap20200204160622.html
415,"$1,029,353,398",Dash,110.57,"9,309,331 DASH",coinmarketcap20200204160622.html
416,"$952,225,422",Chainlink,2.72,"350,000,000 LINK",coinmarketcap20200204160622.html
417,"$943,650,669",IOTA,0.339500,"2,779,530,283 MIOTA",coinmarketcap20200204160622.html
418,"$896,706,283",UNUS SED LEO,0.897156,"999,498,893 LEO",coinmarketcap20200204160622.html
419,"$857,740,318",Neo,12.16,"70,538,831 NEO",coinmarketcap20200204160622.html
420,"$803,732,842",Huobi Token,3.40,"236,468,066 HT",coinmarketcap20200204160622.html
421,"$802,102,907",Cosmos,4.21,"190,688,439 ATOM",coinmarketcap20200204160622.html
422,"$752,658,720",Crypto.com Coin,0.055902,"13,463,926,941 CRO",coinmarketcap20200204160622.html
423,"$720,958,814",HedgeTrade,2.50,"288,208,798 HEDG",coinmarketcap20200204160622.html
424,"$565,286,336",Zcash,64.00,"8,832,606 ZEC",coinmarketcap20200204160622.html
425,"$542,302,603",Maker,548.81,"988,140 MKR",coinmarketcap20200204160622.html
426,"$502,160,720",Ontology,0.787887,"637,351,170 ONT",coinmarketcap20200204160622.html
427,"$440,459,479",USD Coin,1.02,"430,491,015 USDC",coinmarketcap20200204160622.html
428,"$426,941,448",NEM,0.047438,"8,999,999,999 XEM",coinmarketcap20200204160622.html
429,"$356,205,477",VeChain,0.006423,"55,454,734,800 VET",coinmarketcap20200204160622.html
430,"$348,382,925",Basic Attention Token,0.244773,"1,423,287,364 BAT",coinmarketcap20200204160622.html
431,"$305,386,990",Dogecoin,0.002479,"123,185,048,629 DOGE",coinmarketcap20200204160622.html
432,"$252,812,189",ICON,0.486500,"519,655,366 ICX",coinmarketcap20200204160622.html
433,"$222,437,704",Paxos Standard,1.00,"221,570,886 PAX",coinmarketcap20200204160622.html
434,"$218,475,495",Qtum,2.27,"96,359,996 QTUM",coinmarketcap20200204160622.html
435,"$217,495,248",FTX Token,2.25,"96,815,279 FTT",coinmarketcap20200204160622.html
436,"$210,877,130",Decred,19.55,"10,786,831 DCR",coinmarketcap20200204160622.html
437,"$195,470,666",Bitcoin Gold,11.16,"17,513,924 BTG",coinmarketcap20200204160622.html
438,"$186,830,724",Synthetix Network Token,1.15,"162,251,159 SNX",coinmarketcap20200204160622.html
439,"$171,698,736",Ravencoin,0.031555,"5,441,245,000 RVN",coinmarketcap20200204160622.html
440,"$163,298,151",Augur,14.85,"11,000,000 REP",coinmarketcap20200204160622.html
441,"$157,184,627",0x,0.251110,"625,958,624 ZRX",coinmarketcap20200204160622.html
442,"$154,516,619",Algorand,0.280102,"551,644,090 ALGO",coinmarketcap20200204160622.html
443,"$146,290,004",Lisk,1.20,"121,810,903 LSK",coinmarketcap20200204160622.html
444,"$137,503,165",TrueUSD,1.00,"137,412,253 TUSD",coinmarketcap20200204160622.html
445,"$137,448,522",OmiseGO,0.980057,"140,245,398 OMG",coinmarketcap20200204160622.html
446,"$130,744,051",OKB,3.27,"40,000,000 OKB",coinmarketcap20200204160622.html
447,"$122,975,998",ZB Token,0.265441,"463,288,810 ZB",coinmarketcap20200204160622.html
448,"$116,953,828",Nano,0.877713,"133,248,297 NANO",coinmarketcap20200204160622.html
449,"$113,483,262",Bitcoin Diamond,0.608513,"186,492,898 BCD",coinmarketcap20200204160622.html
450,"$112,876,551",Swipe,1.73,"65,373,112 SXP",coinmarketcap20200204160622.html
451,"$111,940,013",Holo,0.000690,"162,324,472,186 HOT",coinmarketcap20200204160622.html
452,"$109,125,654",Multi-collateral DAI,1.00,"109,009,510 DAI",coinmarketcap20200204160622.html
453,"$108,953,166",Enjin Coin,0.136287,"799,438,521 ENJ",coinmarketcap20200204160622.html
454,"$107,432,850",MonaCoin,1.63,"65,729,675 MONA",coinmarketcap20200204160622.html
455,"$102,091,426",THETA,0.117279,"870,502,690 THETA",coinmarketcap20200204160622.html
456,"$101,401,807",Molecular Future,1.19,"85,172,815 MOF",coinmarketcap20200204160622.html
457,"$100,231,524",Bytom,0.099982,"1,002,499,275 BTM",coinmarketcap20200204160622.html
458,"$97,892,523",Waves,0.968725,"101,052,910 WAVES",coinmarketcap20200204160622.html
459,"$91,809,483",KuCoin Shares,1.12,"81,850,451 KCS",coinmarketcap20200204160622.html
460,"$88,654,702",Siacoin,0.002120,"41,817,047,634 SC",coinmarketcap20200204160622.html
461,"$86,961,021",V Systems,0.045406,"1,915,175,060 VSYS",coinmarketcap20200204160622.html
462,"$86,544,957",MCO,5.48,"15,793,831 MCO",coinmarketcap20200204160622.html
463,"$85,478,768",KickToken,0.000121,"704,446,392,886 KICK",coinmarketcap20200204160622.html
464,"$83,434,977",BitTorrent,0.000393,"212,116,500,000 BTT",coinmarketcap20200204160622.html
465,"$82,673,990",Komodo,0.699394,"118,208,107 KMD",coinmarketcap20200204160622.html
466,"$82,515,299",Horizen,9.88,"8,349,825 ZEN",coinmarketcap20200204160622.html
467,"$82,490,265",Nervos Network,0.006240,"13,219,384,027 CKB",coinmarketcap20200204160622.html
468,"$82,099,411",DigiByte,0.006421,"12,786,782,907 DGB",coinmarketcap20200204160622.html
469,"$81,337,598",BitShares,0.029600,"2,747,870,000 BTS",coinmarketcap20200204160622.html
470,"$80,663,885",Nexo,0.144043,"560,000,011 NEXO",coinmarketcap20200204160622.html
471,"$77,735,086",IOST,0.006470,"12,013,965,609 IOST",coinmarketcap20200204160622.html
472,"$74,921,678",HyperCash,1.68,"44,501,981 HC",coinmarketcap20200204160622.html
473,"$71,056,948",Verge,0.004395,"16,167,131,559 XVG",coinmarketcap20200204160622.html
474,"$68,742,421",DigixDAO,34.37,"2,000,000 DGD",coinmarketcap20200204160622.html
475,"$68,523,335",Zcoin,7.29,"9,399,518 XZC",coinmarketcap20200204160622.html
476,"$68,375,239",Steem,0.190385,"359,141,069 STEEM",coinmarketcap20200204160622.html
477,"$64,919,988",Zilliqa,0.006574,"9,875,889,310 ZIL",coinmarketcap20200204160622.html
478,"$64,091,782",Centrality,0.077244,"829,733,169 CENNZ",coinmarketcap20200204160622.html
479,"$63,757,308",Bytecoin,0.000346,"184,066,828,814 BCN",coinmarketcap20200204160622.html
480,"$61,828,465",Aeternity,0.205948,"300,213,372 AE",coinmarketcap20200204160622.html
481,"$57,788,968",Kyber Network,0.332774,"173,658,289 KNC",coinmarketcap20200204160622.html
482,"$57,058,104",iExec RLC,0.712596,"80,070,793 RLC",coinmarketcap20200204160622.html
483,"$56,650,086",Terra,0.196862,"287,765,804 LUNA",coinmarketcap20200204160622.html
484,"$56,431,060",Ardor,0.056488,"998,999,495 ARDR",coinmarketcap20200204160622.html
485,"$55,747,712",Quant,4.62,"12,072,738 QNT",coinmarketcap20200204160622.html
486,"$55,347,307",Seele,0.079114,"699,587,206 SEELE",coinmarketcap20200204160622.html
487,"$54,167,539",Hedera Hashgraph,0.017120,"3,164,061,654 HBAR",coinmarketcap20200204160622.html
488,"$53,969,263",aelf,0.099121,"544,480,200 ELF",coinmarketcap20200204160622.html
489,"$53,562,583",MaidSafeCoin,0.118357,"452,552,412 MAID",coinmarketcap20200204160622.html
490,"$53,509,349",ABBC Coin,0.096341,"555,416,914 ABBC",coinmarketcap20200204160622.html
491,"$52,973,802",Matic Network,0.020705,"2,558,503,686 MATIC",coinmarketcap20200204160622.html
492,"$52,476,626",DxChain Token,0.001050,"50,000,000,000 DX",coinmarketcap20200204160622.html
493,"$50,000,978",Aion,0.137839,"362,749,958 AION",coinmarketcap20200204160622.html
494,"$48,191,317",Status,0.013886,"3,470,483,788 SNT",coinmarketcap20200204160622.html
495,"$46,306,634",Ren,0.056265,"823,003,651 REN",coinmarketcap20200204160622.html
496,"$45,896,318",Energi,1.78,"25,773,339 NRG",coinmarketcap20200204160622.html
497,"$45,721,976",RIF Token,0.081846,"558,633,348 RIF",coinmarketcap20200204160622.html
498,"$45,434,185",Decentraland,0.043265,"1,050,141,509 MANA",coinmarketcap20200204160622.html
499,"$45,283,992",Golem,0.046206,"980,050,000 GNT",coinmarketcap20200204160622.html
500,"$167,161,382,530",Bitcoin,9184.77,"18,199,837 BTC",coinmarketcap20200204160627.html
501,"$20,659,445,331",Ethereum,188.56,"109,564,476 ETH",coinmarketcap20200204160627.html
502,"$11,641,204,136",XRP,0.266400,"43,698,224,662 XRP",coinmarketcap20200204160627.html
503,"$6,895,892,395",Bitcoin Cash,377.64,"18,260,600 BCH",coinmarketcap20200204160627.html
504,"$4,941,139,398",Bitcoin SV,270.63,"18,257,990 BSV",coinmarketcap20200204160627.html
505,"$4,643,252,352",Tether,1.00,"4,642,367,414 USDT",coinmarketcap20200204160627.html
506,"$4,335,351,349",Litecoin,67.73,"64,009,585 LTC",coinmarketcap20200204160627.html
507,"$3,967,993,940",EOS,4.17,"951,628,554 EOS",coinmarketcap20200204160627.html
508,"$2,831,458,140",Binance Coin,18.20,"155,536,713 BNB",coinmarketcap20200204160627.html
509,"$1,447,173,667",Cardano,0.055817,"25,927,070,538 ADA",coinmarketcap20200204160627.html
510,"$1,348,007,018",Tezos,1.94,"694,191,974 XTZ",coinmarketcap20200204160627.html
511,"$1,331,478,926",Stellar,0.066371,"20,061,035,468 XLM",coinmarketcap20200204160627.html
512,"$1,323,199,380",Ethereum Classic,11.38,"116,313,299 ETC",coinmarketcap20200204160627.html
513,"$1,308,712,936",Monero,75.08,"17,429,907 XMR",coinmarketcap20200204160627.html
514,"$1,286,443,869",TRON,0.019292,"66,682,072,191 TRX",coinmarketcap20200204160627.html
515,"$1,029,353,398",Dash,110.57,"9,309,331 DASH",coinmarketcap20200204160627.html
516,"$952,225,422",Chainlink,2.72,"350,000,000 LINK",coinmarketcap20200204160627.html
517,"$943,650,669",IOTA,0.339500,"2,779,530,283 MIOTA",coinmarketcap20200204160627.html
518,"$896,706,283",UNUS SED LEO,0.897156,"999,498,893 LEO",coinmarketcap20200204160627.html
519,"$857,740,318",Neo,12.16,"70,538,831 NEO",coinmarketcap20200204160627.html
520,"$803,732,842",Huobi Token,3.40,"236,468,066 HT",coinmarketcap20200204160627.html
521,"$802,102,907",Cosmos,4.21,"190,688,439 ATOM",coinmarketcap20200204160627.html
522,"$752,658,720",Crypto.com Coin,0.055902,"13,463,926,941 CRO",coinmarketcap20200204160627.html
523,"$720,958,814",HedgeTrade,2.50,"288,208,798 HEDG",coinmarketcap20200204160627.html
524,"$565,286,336",Zcash,64.00,"8,832,606 ZEC",coinmarketcap20200204160627.html
525,"$542,302,603",Maker,548.81,"988,140 MKR",coinmarketcap20200204160627.html
526,"$502,160,720",Ontology,0.787887,"637,351,170 ONT",coinmarketcap20200204160627.html
527,"$440,459,479",USD Coin,1.02,"430,491,015 USDC",coinmarketcap20200204160627.html
528,"$426,941,448",NEM,0.047438,"8,999,999,999 XEM",coinmarketcap20200204160627.html
529,"$356,205,477",VeChain,0.006423,"55,454,734,800 VET",coinmarketcap20200204160627.html
530,"$348,382,925",Basic Attention Token,0.244773,"1,423,287,364 BAT",coinmarketcap20200204160627.html
531,"$305,386,990",Dogecoin,0.002479,"123,185,048,629 DOGE",coinmarketcap20200204160627.html
532,"$252,812,189",ICON,0.486500,"519,655,366 ICX",coinmarketcap20200204160627.html
533,"$222,437,704",Paxos Standard,1.00,"221,570,886 PAX",coinmarketcap20200204160627.html
534,"$218,475,495",Qtum,2.27,"96,359,996 QTUM",coinmarketcap20200204160627.html
535,"$217,495,248",FTX Token,2.25,"96,815,279 FTT",coinmarketcap20200204160627.html
536,"$210,877,130",Decred,19.55,"10,786,831 DCR",coinmarketcap20200204160627.html
537,"$195,470,666",Bitcoin Gold,11.16,"17,513,924 BTG",coinmarketcap20200204160627.html
538,"$186,830,724",Synthetix Network Token,1.15,"162,251,159 SNX",coinmarketcap20200204160627.html
539,"$171,698,736",Ravencoin,0.031555,"5,441,245,000 RVN",coinmarketcap20200204160627.html
540,"$163,298,151",Augur,14.85,"11,000,000 REP",coinmarketcap20200204160627.html
541,"$157,184,627",0x,0.251110,"625,958,624 ZRX",coinmarketcap20200204160627.html
542,"$154,516,619",Algorand,0.280102,"551,644,090 ALGO",coinmarketcap20200204160627.html
543,"$146,290,004",Lisk,1.20,"121,810,903 LSK",coinmarketcap20200204160627.html
544,"$137,503,165",TrueUSD,1.00,"137,412,253 TUSD",coinmarketcap20200204160627.html
545,"$137,448,522",OmiseGO,0.980057,"140,245,398 OMG",coinmarketcap20200204160627.html
546,"$130,744,051",OKB,3.27,"40,000,000 OKB",coinmarketcap20200204160627.html
547,"$122,975,998",ZB Token,0.265441,"463,288,810 ZB",coinmarketcap20200204160627.html
548,"$116,953,828",Nano,0.877713,"133,248,297 NANO",coinmarketcap20200204160627.html
549,"$113,483,262",Bitcoin Diamond,0.608513,"186,492,898 BCD",coinmarketcap20200204160627.html
550,"$112,876,551",Swipe,1.73,"65,373,112 SXP",coinmarketcap20200204160627.html
551,"$111,940,013",Holo,0.000690,"162,324,472,186 HOT",coinmarketcap20200204160627.html
552,"$109,125,654",Multi-collateral DAI,1.00,"109,009,510 DAI",coinmarketcap20200204160627.html
553,"$108,953,166",Enjin Coin,0.136287,"799,438,521 ENJ",coinmarketcap20200204160627.html
554,"$107,432,850",MonaCoin,1.63,"65,729,675 MONA",coinmarketcap20200204160627.html
555,"$102,091,426",THETA,0.117279,"870,502,690 THETA",coinmarketcap20200204160627.html
556,"$101,401,807",Molecular Future,1.19,"85,172,815 MOF",coinmarketcap20200204160627.html
557,"$100,231,524",Bytom,0.099982,"1,002,499,275 BTM",coinmarketcap20200204160627.html
558,"$97,892,523",Waves,0.968725,"101,052,910 WAVES",coinmarketcap20200204160627.html
559,"$91,809,483",KuCoin Shares,1.12,"81,850,451 KCS",coinmarketcap20200204160627.html
560,"$88,654,702",Siacoin,0.002120,"41,817,047,634 SC",coinmarketcap20200204160627.html
561,"$86,961,021",V Systems,0.045406,"1,915,175,060 VSYS",coinmarketcap20200204160627.html
562,"$86,544,957",MCO,5.48,"15,793,831 MCO",coinmarketcap20200204160627.html
563,"$85,478,768",KickToken,0.000121,"704,446,392,886 KICK",coinmarketcap20200204160627.html
564,"$83,434,977",BitTorrent,0.000393,"212,116,500,000 BTT",coinmarketcap20200204160627.html
565,"$82,673,990",Komodo,0.699394,"118,208,107 KMD",coinmarketcap20200204160627.html
566,"$82,515,299",Horizen,9.88,"8,349,825 ZEN",coinmarketcap20200204160627.html
567,"$82,490,265",Nervos Network,0.006240,"13,219,384,027 CKB",coinmarketcap20200204160627.html
568,"$82,099,411",DigiByte,0.006421,"12,786,782,907 DGB",coinmarketcap20200204160627.html
569,"$81,337,598",BitShares,0.029600,"2,747,870,000 BTS",coinmarketcap20200204160627.html
570,"$80,663,885",Nexo,0.144043,"560,000,011 NEXO",coinmarketcap20200204160627.html
571,"$77,735,086",IOST,0.006470,"12,013,965,609 IOST",coinmarketcap20200204160627.html
572,"$74,921,678",HyperCash,1.68,"44,501,981 HC",coinmarketcap20200204160627.html
573,"$71,056,948",Verge,0.004395,"16,167,131,559 XVG",coinmarketcap20200204160627.html
574,"$68,742,421",DigixDAO,34.37,"2,000,000 DGD",coinmarketcap20200204160627.html
575,"$68,523,335",Zcoin,7.29,"9,399,518 XZC",coinmarketcap20200204160627.html
576,"$68,375,239",Steem,0.190385,"359,141,069 STEEM",coinmarketcap20200204160627.html
577,"$64,919,988",Zilliqa,0.006574,"9,875,889,310 ZIL",coinmarketcap20200204160627.html
578,"$64,091,782",Centrality,0.077244,"829,733,169 CENNZ",coinmarketcap20200204160627.html
579,"$63,757,308",Bytecoin,0.000346,"184,066,828,814 BCN",coinmarketcap20200204160627.html
580,"$61,828,465",Aeternity,0.205948,"300,213,372 AE",coinmarketcap20200204160627.html
581,"$57,788,968",Kyber Network,0.332774,"173,658,289 KNC",coinmarketcap20200204160627.html
582,"$57,058,104",iExec RLC,0.712596,"80,070,793 RLC",coinmarketcap20200204160627.html
583,"$56,650,086",Terra,0.196862,"287,765,804 LUNA",coinmarketcap20200204160627.html
584,"$56,431,060",Ardor,0.056488,"998,999,495 ARDR",coinmarketcap20200204160627.html
585,"$55,747,712",Quant,4.62,"12,072,738 QNT",coinmarketcap20200204160627.html
586,"$55,347,307",Seele,0.079114,"699,587,206 SEELE",coinmarketcap20200204160627.html
587,"$54,167,539",Hedera Hashgraph,0.017120,"3,164,061,654 HBAR",coinmarketcap20200204160627.html
588,"$53,969,263",aelf,0.099121,"544,480,200 ELF",coinmarketcap20200204160627.html
589,"$53,562,583",MaidSafeCoin,0.118357,"452,552,412 MAID",coinmarketcap20200204160627.html
590,"$53,509,349",ABBC Coin,0.096341,"555,416,914 ABBC",coinmarketcap20200204160627.html
591,"$52,973,802",Matic Network,0.020705,"2,558,503,686 MATIC",coinmarketcap20200204160627.html
592,"$52,476,626",DxChain Token,0.001050,"50,000,000,000 DX",coinmarketcap20200204160627.html
593,"$50,000,978",Aion,0.137839,"362,749,958 AION",coinmarketcap20200204160627.html
594,"$48,191,317",Status,0.013886,"3,470,483,788 SNT",coinmarketcap20200204160627.html
595,"$46,306,634",Ren,0.056265,"823,003,651 REN",coinmarketcap20200204160627.html
596,"$45,896,318",Energi,1.78,"25,773,339 NRG",coinmarketcap20200204160627.html
597,"$45,721,976",RIF Token,0.081846,"558,633,348 RIF",coinmarketcap20200204160627.html
598,"$45,434,185",Decentraland,0.043265,"1,050,141,509 MANA",coinmarketcap20200204160627.html
599,"$45,283,992",Golem,0.046206,"980,050,000 GNT",coinmarketcap20200204160627.html
